STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency,GEO_PICT,Pacific Island Countries and territories,INDICATOR,Indicator,SEX,Sex,AGE,Age,URBANIZATION,Urbanization,DISABILITY,Disability,LABEMP_STATUS,Labour and employment status,TIME_PERIOD,Time,OBS_VALUE,Observation value,UNIT_MEASURE,Unit of measure,UNIT_MULT,Unit multiplier,OBS_STATUS,Observation Status,DATA_SOURCE,Data source,OBS_COMMENT,Comment,CONF_STATUS,Confidentiality status
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TO,Tonga,LABEMPAF,Number of persons by professional status,F,Female,Y15T24,15-24,U,Urban,PWD,Persons without disability,_T,All labour and employment statuses,2018,,2738,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TO,Tonga,LABEMPAF,Number of persons by professional status,F,Female,Y15T24,15-24,U,Urban,PWD,Persons without disability,_T,All labour and employment statuses,2021,,2045,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,KI,Kiribati,LABEMPRF,Proportion of persons by professional status,_T,Total,Y15T24,15-24,_T,National,_T,No breakdown by disability,U,Unemployed,2015,,37.72,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,KI,Kiribati,LABEMPRF,Proportion of persons by professional status,_T,Total,Y15T24,15-24,_T,National,_T,No breakdown by disability,U,Unemployed,2019,,4.69,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TO,Tonga,LABEMPAF,Number of persons by professional status,M,Male,Y65T999,65+,_T,National,PWD,Persons without disability,O,Outside Labour Force,2016,,1447,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TO,Tonga,LABEMPAF,Number of persons by professional status,M,Male,Y65T999,65+,_T,National,PWD,Persons without disability,O,Outside Labour Force,2018,,1270,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TO,Tonga,LABEMPAF,Number of persons by professional status,M,Male,Y65T999,65+,_T,National,PWD,Persons without disability,O,Outside Labour Force,2021,,1909,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,VU,Vanuatu,LABEMPRF,Proportion of persons by professional status,_T,Total,Y25T54,25-54,U,Urban,_T,No breakdown by disability,E,Employed,2019,,74.34,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,VU,Vanuatu,LABEMPRF,Proportion of persons by professional status,M,Male,Y65T999,65+,_T,National,_T,No breakdown by disability,E,Employed,2019,,28.57,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,KI,Kiribati,LABEMPAF,Number of persons by professional status,F,Female,Y25T54,25-54,_T,National,_T,No breakdown by disability,O,Outside Labour Force,2015,,8101,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,KI,Kiribati,LABEMPAF,Number of persons by professional status,F,Female,Y25T54,25-54,_T,National,_T,No breakdown by disability,O,Outside Labour Force,2019,,13515,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,PW,Palau,LABEMPRF,Proportion of persons by professional status,_T,Total,_T,All ages,_T,National,PD,Persons with disability,1,Employees,2015,,8.12,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,MH,Marshall Islands,LABEMPRF,Proportion of persons by professional status,M,Male,Y65T999,65+,_T,National,PWD,Persons without disability,1,Employees,2019,,29.06,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,CK,Cook Islands,LABEMPRF,Proportion of persons by professional status,M,Male,Y65T999,65+,R,Rural,_T,No breakdown by disability,E,Employed,2015,,23.45,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TV,Tuvalu,LABEMPAF,Number of persons by professional status,_T,Total,Y65T999,65+,R,Rural,_T,No breakdown by disability,O,Outside Labour Force,2015,,339,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TV,Tuvalu,LABEMPAF,Number of persons by professional status,_T,Total,Y65T999,65+,R,Rural,_T,No breakdown by disability,O,Outside Labour Force,2017,,282,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,VU,Vanuatu,LABEMPAF,Number of persons by professional status,F,Female,Y65T999,65+,R,Rural,PWD,Persons without disability,_T,All labour and employment statuses,2019,,3881,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,VU,Vanuatu,LABEMPRF,Proportion of persons by professional status,_T,Total,Y65T999,65+,_T,National,PWD,Persons without disability,6,Workers not classifiable by status,2019,,1.36,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,MH,Marshall Islands,LABEMPAF,Number of persons by professional status,M,Male,Y25T54,25-54,_T,National,PWD,Persons without disability,E,Employed,2019,,8277,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,KI,Kiribati,LABEMPRF,Proportion of persons by professional status,F,Female,_T,All ages,_T,National,_T,No breakdown by disability,U,Unemployed,2015,,24.16,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,KI,Kiribati,LABEMPRF,Proportion of persons by professional status,F,Female,_T,All ages,_T,National,_T,No breakdown by disability,U,Unemployed,2019,,2.49,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,SB,Solomon Islands,LABEMPRF,Proportion of persons by professional status,F,Female,Y15T24,15-24,U,Urban,_T,No breakdown by disability,5,Contributing family workers,2012,,0.86,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,KI,Kiribati,LABEMPAF,Number of persons by professional status,_T,Total,Y15T24,15-24,U,Urban,PWD,Persons without disability,O,Outside Labour Force,2015,,4950,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,KI,Kiribati,LABEMPAF,Number of persons by professional status,_T,Total,Y15T24,15-24,U,Urban,PWD,Persons without disability,O,Outside Labour Force,2019,,8246,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,TO,Tonga,LABEMPAF,Number of persons by professional status,_T,Total,Y25T54,25-54,R,Rural,PD,Persons with disability,U,Unemployed,2016,,7,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,KI,Kiribati,LABEMPRF,Proportion of persons by professional status,M,Male,Y55T64,55-64,U,Urban,_T,No breakdown by disability,1,Employees,2015,,26.6,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,KI,Kiribati,LABEMPRF,Proportion of persons by professional status,M,Male,Y55T64,55-64,U,Urban,_T,No breakdown by disability,1,Employees,2019,,16.36,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,KI,Kiribati,LABEMPAF,Number of persons by professional status,F,Female,_T,All ages,R,Rural,_T,No breakdown by disability,_T,All labour and employment statuses,2015,,17077,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,KI,Kiribati,LABEMPAF,Number of persons by professional status,F,Female,_T,All ages,R,Rural,_T,No breakdown by disability,_T,All labour and employment statuses,2019,,17700,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,KI,Kiribati,LABEMPRF,Proportion of persons by professional status,_T,Total,Y55T64,55-64,R,Rural,PWD,Persons without disability,6,Workers not classifiable by status,2019,,1.99,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,FM,Micronesia (Federated States of),LABEMPRF,Proportion of persons by professional status,F,Female,Y65T999,65+,U,Urban,_T,No breakdown by disability,_T,All labour and employment statuses,2013,,100,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,VU,Vanuatu,LABEMPRF,Proportion of persons by professional status,M,Male,Y55T64,55-64,_T,National,_T,No breakdown by disability,O,Outside Labour Force,2019,,47.21,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,NU,Niue,LABEMPRF,Proportion of persons by professional status,F,Female,Y65T999,65+,_T,National,PWD,Persons without disability,6,Workers not classifiable by status,2017,,5.66,,PERCENT,percent,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,NU,Niue,LABEMPAF,Number of persons by professional status,M,Male,Y15T24,15-24,_T,National,PWD,Persons without disability,E,Employed,2017,,51,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,KI,Kiribati,LABEMPAF,Number of persons by professional status,_T,Total,_T,All ages,_T,National,PWD,Persons without disability,5,Contributing family workers,2019,,1634,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,PW,Palau,LABEMPAF,Number of persons by professional status,M,Male,_T,All ages,U,Urban,PWD,Persons without disability,3,Own-account workers,2015,,143,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,KI,Kiribati,LABEMPAF,Number of persons by professional status,M,Male,Y25T54,25-54,U,Urban,_T,No breakdown by disability,3,Own-account workers,2015,,624,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,KI,Kiribati,LABEMPAF,Number of persons by professional status,M,Male,Y25T54,25-54,U,Urban,_T,No breakdown by disability,3,Own-account workers,2019,,456,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,SB,Solomon Islands,LABEMPAF,Number of persons by professional status,M,Male,Y65T999,65+,R,Rural,_T,No breakdown by disability,_T,All labour and employment statuses,2012,,6229,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,PW,Palau,LABEMPAF,Number of persons by professional status,_T,Total,Y65T999,65+,_T,National,_T,No breakdown by disability,3,Own-account workers,2015,,38,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,KI,Kiribati,LABEMPAF,Number of persons by professional status,F,Female,Y25T54,25-54,R,Rural,_T,No breakdown by disability,1,Employees,2015,,1619,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,KI,Kiribati,LABEMPAF,Number of persons by professional status,F,Female,Y25T54,25-54,R,Rural,_T,No breakdown by disability,1,Employees,2019,,1533,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,WS,Samoa,LABEMPAF,Number of persons by professional status,F,Female,Y15T24,15-24,R,Rural,_T,No breakdown by disability,6,Workers not classifiable by status,2013,,357,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,MH,Marshall Islands,LABEMPAF,Number of persons by professional status,F,Female,_T,All ages,U,Urban,PWD,Persons without disability,3,Own-account workers,2019,,303,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,MH,Marshall Islands,LABEMPAF,Number of persons by professional status,M,Male,Y25T54,25-54,_T,National,PD,Persons with disability,1,Employees,2019,,144,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,CK,Cook Islands,LABEMPAF,Number of persons by professional status,M,Male,_T,All ages,U,Urban,_T,No breakdown by disability,6,Workers not classifiable by status,2015,,74,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,FM,Micronesia (Federated States of),LABEMPAF,Number of persons by professional status,_T,Total,Y25T54,25-54,_T,National,_T,No breakdown by disability,5,Contributing family workers,2013,,333,,N,units,,,,,,,,,,
DATAFLOW,SPC:DF_LABEMP(1.0),Population by labour force and employment status,I,A,Annual,NR,Nauru,LABEMPAF,Number of persons by professional status,M,Male,Y55T64,55-64,_T,National,_T,No breakdown by disability,U,Unemployed,2011,,24,,N,units,,,,,,,,,,
